sgformer 0.01 REG: False 39.60 $\pm$ 3.66 
sgformer 0.01 MLP_REG: 0.01 39.51 $\pm$ 2.48 
sgformer 0.01 MLP_REG: 0.1 37.97 $\pm$ 2.63 
sgformer 0.01 MLP_REG: 0.2 38.11 $\pm$ 2.63 
sgformer 0.01 MLP_REG: 0.4 37.77 $\pm$ 4.03 
