polynormer 0.01 REG: False 37.54 $\pm$ 5.85 
polynormer 0.01 MLP_REG: 0.01 37.16 $\pm$ 3.64 
polynormer 0.01 MLP_REG: 0.1 36.65 $\pm$ 3.13 
polynormer 0.01 MLP_REG: 0.2 38.84 $\pm$ 4.19 
polynormer 0.01 MLP_REG: 0.4 37.56 $\pm$ 3.52 
