sgformer 0.01 REG: False 80.49 $\pm$ 0.92 
sgformer 0.01 MLP_REG: 0.01 80.14 $\pm$ 1.12 
sgformer 0.01 MLP_REG: 0.1 80.62 $\pm$ 1.23 
sgformer 0.01 MLP_REG: 0.2 80.29 $\pm$ 1.19 
sgformer 0.01 MLP_REG: 0.4 79.75 $\pm$ 1.05 
