polynormer 0.01 REG: False 90.26 $\pm$ 0.31 
polynormer 0.01 MLP_REG: 0.01 90.08 $\pm$ 0.38 
polynormer 0.01 MLP_REG: 0.1 90.09 $\pm$ 0.18 
polynormer 0.01 MLP_REG: 0.2 90.22 $\pm$ 0.18 
polynormer 0.01 MLP_REG: 0.4 90.01 $\pm$ 0.38 
