sgformer 0.01 REG: False 78.54 $\pm$ 3.45 
sgformer 0.01 MLP_REG: 0.01 79.80 $\pm$ 2.00 
sgformer 0.01 MLP_REG: 0.1 80.22 $\pm$ 1.07 
sgformer 0.01 MLP_REG: 0.2 79.82 $\pm$ 2.86 
sgformer 0.01 MLP_REG: 0.4 80.40 $\pm$ 1.71 
