polynormer 0.01 REG: False 86.10 $\pm$ 1.53 
polynormer 0.01 MLP_REG: 0.01 84.72 $\pm$ 1.73 
polynormer 0.01 MLP_REG: 0.1 86.60 $\pm$ 1.02 
polynormer 0.01 MLP_REG: 0.2 86.58 $\pm$ 1.26 
polynormer 0.01 MLP_REG: 0.4 86.70 $\pm$ 1.91 
