sgformer 0.01 REG: False 88.56 $\pm$ 0.68 
sgformer 0.01 MLP_REG: 0.01 88.46 $\pm$ 1.25 
sgformer 0.01 MLP_REG: 0.1 87.54 $\pm$ 1.82 
sgformer 0.01 MLP_REG: 0.2 88.76 $\pm$ 2.01 
sgformer 0.01 MLP_REG: 0.4 88.82 $\pm$ 0.65 
