polynormer 0.01 REG: False 49.29 $\pm$ 1.08 
polynormer 0.01 MLP_REG: 0.01 48.83 $\pm$ 0.68 
polynormer 0.01 MLP_REG: 0.1 49.31 $\pm$ 0.60 
polynormer 0.01 MLP_REG: 0.2 50.13 $\pm$ 0.70 
polynormer 0.01 MLP_REG: 0.4 49.82 $\pm$ 1.23 
