MLP 0.005 REG: False 67.24 $\pm$ 1.21 
MLP 0.005 ORACLE_REG: 0.01 67.12 $\pm$ 1.04 
MLP 0.005 ORACLE_REG: 0.1 68.12 $\pm$ 0.67 
MLP 0.005 ORACLE_REG: 0.2 68.28 $\pm$ 0.82 
MLP 0.005 ORACLE_REG: 0.4 69.46 $\pm$ 0.50 
