polynormer 0.01 REG: False 38.95 $\pm$ 1.72 
polynormer 0.01 MLP_REG: 0.01 40.78 $\pm$ 1.96 
polynormer 0.01 MLP_REG: 0.1 39.36 $\pm$ 1.35 
polynormer 0.01 MLP_REG: 0.2 37.04 $\pm$ 4.00 
polynormer 0.01 MLP_REG: 0.4 39.97 $\pm$ 2.70 
