polynormer 0.01 REG: False 75.72 $\pm$ 1.73 
polynormer 0.01 MLP_REG: 0.01 77.92 $\pm$ 1.81 
polynormer 0.01 MLP_REG: 0.1 77.44 $\pm$ 1.55 
polynormer 0.01 MLP_REG: 0.2 77.84 $\pm$ 0.71 
polynormer 0.01 MLP_REG: 0.4 77.32 $\pm$ 1.12 
