sgformer 0.01 REG: False 81.16 $\pm$ 1.03 
sgformer 0.01 MLP_REG: 0.01 80.98 $\pm$ 1.19 
sgformer 0.01 MLP_REG: 0.1 79.84 $\pm$ 1.48 
sgformer 0.01 MLP_REG: 0.2 80.24 $\pm$ 1.45 
sgformer 0.01 MLP_REG: 0.4 80.00 $\pm$ 1.50 
