sgformer 0.01 REG: False 92.48 $\pm$ 1.36 
sgformer 0.01 MLP_REG: 0.01 93.26 $\pm$ 0.94 
sgformer 0.01 MLP_REG: 0.1 93.38 $\pm$ 0.86 
sgformer 0.01 MLP_REG: 0.2 93.48 $\pm$ 0.60 
sgformer 0.01 MLP_REG: 0.4 93.70 $\pm$ 0.70 
