polynormer 0.01 REG: False 92.46 $\pm$ 0.77 
polynormer 0.01 MLP_REG: 0.01 92.40 $\pm$ 0.29 
polynormer 0.01 MLP_REG: 0.1 93.16 $\pm$ 0.69 
polynormer 0.01 MLP_REG: 0.2 92.42 $\pm$ 0.88 
polynormer 0.01 MLP_REG: 0.4 92.24 $\pm$ 0.66 
