polynormer 0.01 REG: False 84.92 $\pm$ 0.55 
polynormer 0.01 MLP_REG: 0.01 85.29 $\pm$ 0.31 
polynormer 0.01 MLP_REG: 0.1 85.48 $\pm$ 0.62 
polynormer 0.01 MLP_REG: 0.2 85.23 $\pm$ 0.55 
polynormer 0.01 MLP_REG: 0.4 85.35 $\pm$ 0.38 
