sgformer 0.01 REG: False 74.01 $\pm$ 0.37 
sgformer 0.01 MLP_REG: 0.01 73.57 $\pm$ 0.82 
sgformer 0.01 MLP_REG: 0.1 73.65 $\pm$ 0.23 
sgformer 0.01 MLP_REG: 0.2 73.85 $\pm$ 0.57 
sgformer 0.01 MLP_REG: 0.4 73.59 $\pm$ 0.60 
