sgformer 0.01 REG: False 88.34 $\pm$ 2.22 
sgformer 0.01 MLP_REG: 0.01 88.62 $\pm$ 0.33 
sgformer 0.01 MLP_REG: 0.1 89.28 $\pm$ 1.82 
sgformer 0.01 MLP_REG: 0.2 89.18 $\pm$ 0.69 
sgformer 0.01 MLP_REG: 0.4 88.94 $\pm$ 1.04 
