polynormer 0.01 REG: False 63.06 $\pm$ 2.21 
polynormer 0.01 MLP_REG: 0.01 64.50 $\pm$ 2.51 
polynormer 0.01 MLP_REG: 0.1 64.74 $\pm$ 3.68 
polynormer 0.01 MLP_REG: 0.2 64.96 $\pm$ 3.44 
polynormer 0.01 MLP_REG: 0.4 63.38 $\pm$ 1.36 
