sgformer 0.01 REG: False 66.18 $\pm$ 1.50 
sgformer 0.01 MLP_REG: 0.01 67.52 $\pm$ 1.68 
sgformer 0.01 MLP_REG: 0.1 66.92 $\pm$ 2.43 
sgformer 0.01 MLP_REG: 0.2 67.64 $\pm$ 1.45 
sgformer 0.01 MLP_REG: 0.4 65.70 $\pm$ 2.41 
