polynormer 0.01 REG: False 73.30 $\pm$ 2.07 
polynormer 0.01 MLP_REG: 0.01 75.74 $\pm$ 0.82 
polynormer 0.01 MLP_REG: 0.1 74.62 $\pm$ 2.28 
polynormer 0.01 MLP_REG: 0.2 75.14 $\pm$ 1.47 
polynormer 0.01 MLP_REG: 0.4 74.84 $\pm$ 1.23 
