sgformer 0.01 REG: False 76.52 $\pm$ 1.15 
sgformer 0.01 MLP_REG: 0.01 77.24 $\pm$ 1.43 
sgformer 0.01 MLP_REG: 0.1 77.36 $\pm$ 0.98 
sgformer 0.01 MLP_REG: 0.2 78.00 $\pm$ 0.97 
sgformer 0.01 MLP_REG: 0.4 76.30 $\pm$ 2.82 
