sgformer 0.01 REG: False 74.78 $\pm$ 1.70 
sgformer 0.01 MLP_REG: 0.01 76.15 $\pm$ 1.28 
sgformer 0.01 MLP_REG: 0.1 75.55 $\pm$ 1.82 
sgformer 0.01 MLP_REG: 0.2 74.72 $\pm$ 1.53 
sgformer 0.01 MLP_REG: 0.4 72.93 $\pm$ 6.76 
