sgformer 0.01 REG: False 49.37 $\pm$ 0.68 
sgformer 0.01 MLP_REG: 0.01 50.26 $\pm$ 0.66 
sgformer 0.01 MLP_REG: 0.1 50.00 $\pm$ 0.37 
sgformer 0.01 MLP_REG: 0.2 49.58 $\pm$ 0.36 
sgformer 0.01 MLP_REG: 0.4 50.35 $\pm$ 0.34 
