sgformer 0.01 REG: False 79.52 $\pm$ 1.16 
sgformer 0.01 MLP_REG: 0.01 79.70 $\pm$ 1.04 
sgformer 0.01 MLP_REG: 0.1 80.00 $\pm$ 1.34 
sgformer 0.01 MLP_REG: 0.2 79.94 $\pm$ 1.02 
sgformer 0.01 MLP_REG: 0.4 81.02 $\pm$ 1.85 
