polynormer 0.01 REG: False 77.78 $\pm$ 1.01 
polynormer 0.01 MLP_REG: 0.01 78.11 $\pm$ 0.85 
polynormer 0.01 MLP_REG: 0.1 78.09 $\pm$ 1.02 
polynormer 0.01 MLP_REG: 0.2 77.98 $\pm$ 0.83 
polynormer 0.01 MLP_REG: 0.4 77.78 $\pm$ 0.36 
