sgformer 0.01 REG: False 78.53 $\pm$ 1.24 
sgformer 0.01 MLP_REG: 0.01 78.52 $\pm$ 1.05 
sgformer 0.01 MLP_REG: 0.1 78.31 $\pm$ 1.00 
sgformer 0.01 MLP_REG: 0.2 78.30 $\pm$ 1.14 
sgformer 0.01 MLP_REG: 0.4 78.25 $\pm$ 0.89 
