MLP 0.005 REG: False 36.69 $\pm$ 2.14 
MLP 0.005 ORACLE_REG: 0.01 37.54 $\pm$ 3.93 
MLP 0.005 ORACLE_REG: 0.1 36.74 $\pm$ 4.24 
MLP 0.005 ORACLE_REG: 0.2 37.96 $\pm$ 4.92 
MLP 0.005 ORACLE_REG: 0.4 38.55 $\pm$ 4.16 
