condition,acc_mean,acc_std,fro_mean,fro_std
baseline,83.76666666666667,0.8178562764256838,0.14963974186620052,0.020639951739809384
mlp_reg λ=0.01,83.46666666666665,0.09428090415820768,0.1374644366874136,0.03692969164691289
mlp_reg λ=0.1,83.86666666666666,0.6342099196813475,0.1580091362364842,0.010089445862914822
mlp_reg λ=0.2,83.56666666666666,0.6182412330330491,0.1404419326465366,0.016359762249537835
mlp_reg λ=0.4,84.0,0.5715476066494064,0.13236807773418008,0.01746888860476377
