condition,acc_mean,acc_std,fro_mean,fro_std
baseline,53.44330121400185,0.8544060674751381,0.08715876950358309,0.010635987767077103
mlp_reg λ=0.01,53.35619794218521,0.207013482953145,0.08258103112642001,0.004639949712332094
mlp_reg λ=0.1,53.7862703467799,0.18104729869144673,0.08376205528589815,0.00785995891499434
mlp_reg λ=0.2,53.840709891665306,0.26210252310328536,0.08666244664828103,0.004489609791372938
mlp_reg λ=0.4,53.906037345527785,0.4569680172341098,0.10359113748905512,0.0026400661213217347
