condition,acc_mean,acc_std,fro_mean,fro_std
baseline,93.06666666666668,0.40276819911982287,0.16248579947786843,0.09925129438121628
mlp_reg λ=0.01,93.26666666666667,0.16996731711975635,0.07258107981460038,0.014649070049239534
mlp_reg λ=0.1,92.13333333333334,0.3681787005729109,0.06736662820836149,0.021560437769233217
mlp_reg λ=0.2,93.33333333333333,0.5185449728701322,0.06465889251513428,0.010016124541677487
mlp_reg λ=0.4,92.96666666666665,0.7039570693980902,0.0674226100283397,0.02003870668574789
